sep=;
"pers_id";"id_ch_parliament";"wikidata_id";"last_name";"first_name"
"CH_Egerszegi_Christine_1948";316;"";"Egerszegi-Obrist";"Christine"
"CH_Eggenberg_Ernst_1931";730;"";"Eggenberg";"Ernst"
"CH_Eggenberger_Christian_1894";1962;"";"Eggenberger";"Christian"
"CH_Eggenberger_Georges_1928";69;"";"Eggenberger";"Georges"
"CH_Eggenberger_Mathias_1905";1963;"";"Eggenberger";"Mathias"
"CH_Eggenberger_Ulrich_1882";1964;"";"Eggenberger";"Ulrich"
"CH_Egger_Esther_1952";3874;"";"Egger-Wyss";"Esther"
"CH_Egger_Franz_1899";1965;"";"Egger";"Franz"
"CH_Egger_Mike_1992";;"";"Egger";"Mike"
"CH_Egger_Thomas_1967";4212;"";"Egger";"Thomas"
"CH_Egger_Walter_1895";1966;"";"Egger";"Walter"
"CH_Eggli_Albert_1932";572;"";"Eggli";"Albert"
"CH_Eggly_Jacques_1942";70;"";"Eggly";"Jacques-Simon"
"CH_Egli_Joseph_1923";1189;"";"Egli";"Joseph"
"CH_Egloff_Hans_1959";4110;"";"Egloff";"Hans"
"CH_Ehrler_Melchior_1948";317;"";"Ehrler";"Melchior"
"CH_Eibel_Robert_1906";1973;"";"Eibel";"Robert"
"CH_Eichenberger_Corina_1954";3875;"";"Eichenberger-Walther";"Corina"
"CH_Eisenring_Paul_1924";731;"";"Eisenring";"Paul"
"CH_Eisenring_Theodor_1898";1979;"";"Eisenring";"Theodor"
"CH_Eng_Franz_1928";573;"";"Eng";"Franz"
"CH_Engelberger_Eduard_1940";318;"";"Engelberger";"Eduard"
"CH_Engler_Rolf_1951";71;"";"Engler";"Rolf"
"CH_Epiney_Simon_1950";72;"";"Epiney";"Simon"
"CH_Eppenberger_Susi_1931";732;"";"Eppenberger";"Susi"
"CH_Escher_Josef_1885";1994;"";"Escher";"Josef"
"CH_Estermann_Heinrich_1948";461;"";"Estermann";"Heinrich"
"CH_Estermann_Yvette_1967";3876;"";"Estermann";"Yvette"
"CH_Etique_Pierre_1945";73;"";"Etique";"Pierre"
"CH_Etter_Rudolf_1914";1999;"";"Etter";"Rudolf"
"CH_Eugster_Gallus_1894";2001;"";"Eugster";"Gallus"
"CH_Euler_Alexander_1929";733;"";"Euler";"Alexander"
"CH_Eymann_Christoph_1951";74;"";"Eymann";"Christoph"
"CH_Eymann_Fritz_1880";2005;"";"Eymann";"Fritz-Henry"
"CH_Faeh_Paul_1937";734;"";"Faeh";"Paul"
"CH_Faessler_Daniel_1960";4056;"";"Faessler";"Daniel"
"CH_Faessler_Hildegard_1951";395;"";"Faessler-Osterwalder";"Hildegard"
"CH_Fankhauser_Angeline_1936";75;"";"Fankhauser";"Angeline"
"CH_Farner_Hermann_1885";2010;"";"Farner";"Hermann"
"CH_Fasel_Hugo_1955";76;"";"Fasel";"Hugo"
"CH_Fattebert_Jean_1942";462;"";"Fattebert";"Jean"
"CH_Fauquex_Frederic_1898";2013;"";"Fauquex";"Frederic"
"CH_Favre_Adrien_1905";2019;"";"Favre-Bulle";"Adrien"
"CH_Favre_Antoine_1897";2016;"";"Favre";"Antoine"
"CH_Favre_Charles_1957";463;"";"Favre";"Charles"
"CH_Favre_Laurent_1972";3922;"";"Favre";"Laurent"
"CH_Fawer_Albert_1892";2021;"";"Fawer";"Albert"
"CH_Fehlmann_Laurence_1955";4195;"";"Fehlmann-Rielle";"Laurence"
"CH_Fehr_Hans_1947";319;"";"Fehr";"Hans"
"CH_Fehr_Hans_1948";464;"";"Fehr";"Hans-Juerg"
"CH_Fehr_Hermann_1941";735;"";"Fehr";"Hermann"
"CH_Fehr_Jacqueline_1963";405;"";"Fehr";"Jacqueline"
"CH_Fehr_Lisbeth_1938";77;"";"Fehr";"Lisbeth"
"CH_Fehr_Mario_1958";465;"";"Fehr";"Mario"
"CH_Feigenwinter_Hans_1937";736;"";"Feigenwinter";"Hans-Rudolf"
"CH_Felber_Rene_1933";1191;"";"Felber";"Rene"
"CH_Feldmann_Markus_1897";2031;"";"Feldmann";"Markus"
"CH_Feller_Olivier_1974";4077;"";"Feller";"Olivier"
"CH_Fenk_Jakob_1879";2034;"";"Fenk";"Jakob"
"CH_Feri_Yvonne_1966";4069;"";"Feri";"Yvonne"
"CH_Fetz_Anita_1957";466;"";"Fetz";"Anita"
"CH_Fiala_Doris_1957";3877;"";"Fiala";"Doris"
"CH_Fierz_Lukas_1941";737;"";"Fierz";"Lukas"
"CH_Filliez_Jean_1945";320;"";"Filliez";"Jean-Jerome"
"CH_Fischer_Hans_1901";2041;"";"Fischer";"Hans"
"CH_Fischer_Hanspeter_1930";662;"";"Fischer";"Hanspeter"
"CH_Fischer_Josef_1924";1192;"";"Fischer";"Josef"
"CH_Fischer_Leonz_1874";2042;"";"Fischer";"Leonz"
"CH_Fischer_Otto_1915";663;"";"Fischer";"Otto"
"CH_Fischer_Roland_1965";4089;"";"Fischer";"Roland"
"CH_Fischer_Theo_1930";80;"";"Fischer";"Theo"
"CH_Fischer_Theo_1937";79;"";"Fischer";"Theo"
"CH_Fischer_Ulrich_1940";81;"";"Fischer";"Ulrich"
"CH_Flach_Beat_1965";4059;"";"Flach";"Beat"
"CH_Flepp_Leonhard_1923";1193;"";"Flepp";"Leonhard"
"CH_Flisch_Peter_1886";2045;"";"Flisch";"Peter"
"CH_Florio_Marguerite_1944";421;"";"Florio";"Marguerite"
"CH_Flubacher_Karl_1921";574;"";"Flubacher";"Karl"
"CH_Flueck_Peter_1957";4041;"";"Flueck";"Peter"
"CH_Flueckiger_Ernst_1889";2048;"";"Flueckiger";"Ernst"
"CH_Flueckiger_Sylvia_1952";3878;"";"Flueckiger-Baeni";"Sylvia"
"CH_Fluri_Kurt_1955";1122;"";"Fluri";"Kurt"
"CH_Foehn_Peter_1952";321;"";"Foehn";"Peter"
"CH_Fontanet_Guy_1927";1194;"";"Fontanet";"Guy"
"CH_Forel_Armand_1920";664;"";"Forel";"Armand-Auguste"
"CH_Fraefel_Thomas_1923";1195;"";"Fraefel";"Thomas"
"CH_Frainier_Hubert_1952";281;"";"Frainier";"Hubert"
"CH_Frainier_Paul_1910";2064;"";"Frainier";"Paul"
"CH_Francais_Olivier_1955";3879;"";"Francais";"Olivier"
"CH_Franzoni_Enrico_1920";1196;"";"Franzoni";"Enrico"
"CH_Frehner_Sebastian_1973";4042;"";"Frehner";"Sebastian"
"CH_Frei_Daniel_1974";;"";"Frei";"Daniel"
"CH_Frei_Emil_1897";2071;"";"Frei";"Emil"
"CH_Frei_Hans_1923";636;"";"Frei";"Hans"
"CH_Freiburghaus_Erwin_1914";2073;"";"Freiburghaus";"Erwin"
"CH_Freimueller_Eduard_1898";2075;"";"Freimueller";"Eduard"
"CH_Freund_Jakob_1946";322;"";"Freund";"Jakob"
"CH_Frey_Claude_1943";83;"";"Frey";"Claude"
"CH_Frey_Tilo_1923";1197;"";"Frey";"Tilo"
"CH_Frey_Walter_1943";84;"";"Frey";"Walter"
"CH_Freymond_Pierre_1921";2084;"";"Freymond";"Pierre"
"CH_Freysinger_Oskar_1960";1127;"";"Freysinger";"Oskar"
"CH_Frick_Simon_1914";1198;"";"Frick";"Simon"
"CH_Fricker_Hans_1879";2085;"";"Fricker";"Hans"
"CH_Fricker_Jonas_1977";4185;"";"Fricker";"Jonas"
"CH_Friderici_Charles_1946";249;"";"Friderici";"Charles"
"CH_Fridez_Pierre_1957";4074;"";"Fridez";"Pierre-Alain"
"CH_Friedl_Claudia_1960";4131;"";"Friedl";"Claudia"
"CH_Friedli_Valentine_1929";575;"";"Friedli";"Valentine"
"CH_Friedrich_Rudolf_1923";1199;"";"Friedrich";"Rudolf"
"CH_Fritschi_Oscar_1939";86;"";"Fritschi";"Oscar"
"CH_Froehlich_Paul_1895";2088;"";"Froehlich";"Paul"
"CH_Froesch_Therese_1951";1155;"";"Froesch";"Therese"
"CH_Frueh_Hans_1936";87;"";"Frueh";"Hans-Rudolf"
"CH_Fuchs_Hans_1911";2089;"";"Fuchs";"Hans"
"CH_Fuchs_Thomas_1966";4047;"";"Fuchs";"Thomas"
"CH_Fueeg_Cornelia_1941";665;"";"Fueeg";"Cornelia"
"CH_Fueglistaller_Lieni_1951";1294;"";"Fueglistaller";"Lieni"
"CH_Furgler_Kurt_1924";1200;"";"Furgler";"Kurt"
"CH_Furrer_Adolf_1897";2093;"";"Furrer";"Adolf"
"CH_Gabathuler_Johann_1883";2098;"";"Gabathuler";"Johann-Jakob"
"CH_Gadient_Andreas_1892";2102;"";"Gadient";"Andreas"
"CH_Gadient_Brigitta_1960";273;"";"Gadient";"Brigitta-M"
"CH_Gadient_Ulrich_1931";88;"";"Gadient";"Ulrich"
"CH_Gallade_Chantal_1972";1125;"";"Gallade";"Chantal"
"CH_Galli_Brenno_1910";2110;"";"Galli";"Brenno-Antonio"
"CH_Galli_Remo_1943";467;"";"Galli";"Remo-Giosue"
"CH_Gamma_Raymund_1919";2112;"";"Gamma";"Raymund"
"CH_Ganz_Fritz_1916";666;"";"Ganz";"Fritz"
"CH_Garbani_Valerie_1966";524;"";"Garbani";"Valerie"
"CH_Gardiol_Irene_1937";89;"";"Gardiol";"Irene"
"CH_Gasche_Urs_1955";4071;"";"Gasche";"Urs"
"CH_Gasser_Alfred_1904";2116;"";"Gasser";"Alfred"
"CH_Gasser_Hans_1902";2117;"";"Gasser";"Hans"
"CH_Gasser_Josias_1952";4104;"";"Gasser";"Josias-F"
"CH_Gassmann_Pierre_1932";704;"";"Gassmann";"Pierre"
"CH_Gautier_Andre_1924";780;"";"Gautier";"Andre"
"CH_Gehler_Jean_1951";576;"";"Gehler";"Jean-Paul"
"CH_Gehler_Paul_1921";1202;"";"Gehler";"Paul"
"CH_Gehrig_Alfred_1912";2126;"";"Gehrig";"Alfred"
"CH_Geiser_Barbara_1948";423;"";"Geiser";"Barbara"
"CH_Geiser_Henri_1901";2129;"";"Geiser";"Henri"
"CH_Geissbuehler_Andrea_1976";3880;"";"Geissbuehler";"Andrea-Martina"
"CH_Geissbuehler_Fritz_1904";2130;"";"Geissbuehler";"Fritz"
"CH_Geissbuehler_Gottlieb_1925";577;"";"Geissbuehler";"Gottlieb"
"CH_Geissbuehler_Karl_1897";2131;"";"Geissbuehler";"Karl"
"CH_Gemperli_Albert_1893";2133;"";"Gemperli";"Albert"
"CH_Gendotti_Gabriele_1954";468;"";"Gendotti";"Gabriele"
"CH_Gendre_Henri_1900";2135;"";"Gendre";"Henri"
"CH_Genecand_Benoit_1964";4191;"";"Genecand";"Benoit"
"CH_Generali_Luigi_1920";705;"";"Generali";"Luigi"
"CH_Genner_Ruth_1956";407;"";"Genner";"Ruth"
"CH_Genoud_Paul_1916";2138;"";"Genoud";"Paul"
"CH_Germanier_Francis_1909";2141;"";"Germanier";"Francis"
"CH_Germanier_Jean_1958";1117;"";"Germanier";"Jean-Rene"
"CH_Gerosa_Walter_1914";2143;"";"Gerosa";"Walter"
"CH_Gerwig_Andreas_1928";667;"";"Gerwig";"Andreas"
"CH_Gfeller_Arnold_1902";2145;"";"Gfeller";"Arnold"
"CH_Gfeller_Hans_1897";2146;"";"Gfeller";"Hans"
"CH_Gianella_Ugo_1920";2148;"";"Gianella";"Ugo"
"CH_Giezendanner_Ulrich_1953";91;"";"Giezendanner";"Ulrich"
"CH_Giger_Titus_1932";92;"";"Giger";"Titus"
"CH_Gilli_Yvonne_1957";3881;"";"Gilli";"Yvonne"
"CH_Giovanoli_Fritz_1898";2149;"";"Giovanoli";"Fritz"
"CH_Girard_Gertrude_1913";668;"";"Girard-Montet";"Gertrude"
"CH_Girard_Julien_1905";2152;"";"Girard";"Julien"
"CH_Girod_Bastien_1980";3882;"";"Girod";"Bastien-Bas"
"CH_Giroud_Emile_1896";2155;"";"Giroud";"Emile"
"CH_Gitermann_Valentin_1900";2157;"";"Gitermann";"Valentin"
"CH_Giudici_Luciano_1938";578;"";"Giudici";"Luciano"
"CH_Glaettli_Balthasar_1972";4093;"";"Glaettli";"Balthasar"
"CH_Glanzmann_Ida_1958";1337;"";"Glanzmann-Hunkeler";"Ida"
"CH_Glarner_Andreas_1962";4161;"";"Glarner";"Andreas"
"CH_Glarner_Jacques_1908";2158;"";"Glarner";"Jacques"
"CH_Glasson_Gerard_1918";2159;"";"Glasson";"Gerard"
"CH_Glasson_Jean_1949";469;"";"Glasson";"Jean-Paul"
"CH_Glasson_Pierre_1907";2162;"";"Glasson";"Pierre"
"CH_Glatthard_Karl_1913";2163;"";"Glatthard";"Karl"
"CH_Glauser_Alice_1954";3883;"";"Glauser-Zufferey";"Alice"
"CH_Gloor_Jean_1924";579;"";"Gloor";"Jean-Philippe"
"CH_Gloor_Walter_1904";2166;"";"Gloor";"Walter"
"CH_Glur_Walter_1943";470;"";"Glur";"Walter"
"CH_Gmuer_Alois_1955";4096;"";"Gmuer";"Alois"
"CH_Gmuer_Andrea_1964";4181;"";"Gmuer-Schoenenberger";"Andrea"
"CH_Gnaegi_Rudolf_1917";2171;"";"Gnaegi";"Rudolf"
"CH_Gobbi_Norman_1977";4024;"";"Gobbi";"Norman"
"CH_Gobet_Alexis_1943";93;"";"Gobet";"Alexis"
"CH_Goessi_Petra_1976";4116;"";"Goessi";"Petra"
"CH_Goetsch_Ulrich_1925";1204;"";"Goetsch";"Ulrich"
"CH_Golay_Roger_1959";4137;"";"Golay";"Roger"
"CH_Goll_Christine_1956";94;"";"Goll";"Christine"
"CH_Gonseth_Ruth_1943";95;"";"Gonseth";"Ruth"
"CH_Gottret_Jules_1865";2183;"";"Gottret";"Jules-Edouard"
"CH_Graber_Jean_1946";3884;"";"Graber";"Jean-Pierre"
"CH_Graber_Pierre_1908";2185;"";"Graber";"Pierre"
"CH_Graber_Rolf_1951";253;"";"Graber";"Rolf"
"CH_Graedel_Adolphe_1902";2186;"";"Graedel";"Adolphe"
"CH_Graf_Edith_1964";1295;"";"Graf-Litscher";"Edith"
"CH_Graf_Emil_1890";2188;"";"Graf";"Emil-Johann"
"CH_Graf_Hans_1922";738;"";"Graf";"Hans-Ulrich"
"CH_Graf_Hermann_1893";2190;"";"Graf";"Hermann"
"CH_Graf_Maya_1962";806;"";"Graf";"Maya"
"CH_Grandjean_Jules_1901";2197;"";"Grandjean";"Jules"
"CH_Grass_Josias_1915";2199;"";"Grass";"Josias"
"CH_Grassi_Mario_1929";739;"";"Grassi";"Mario"
"CH_Grendelmeier_Alois_1903";2201;"";"Grendelmeier";"Alois"
"CH_Grendelmeier_Verena_1939";96;"";"Grendelmeier";"Verena"
"CH_Gressot_Jean_1896";2202;"";"Gressot";"Jean"
"CH_Grimm_Robert_1881";2208;"";"Grimm";"Robert"
"CH_Grin_Jean_1947";3885;"";"Grin";"Jean-Pierre"
"CH_Grob_Ernst_1910";2210;"";"Grob";"Ernst"
"CH_Grobet_Christian_1941";323;"";"Grobet";"Christian"
"CH_Grolimund_Josef_1909";1205;"";"Grolimund";"Josef"
"CH_Gros_Jean_1953";250;"";"Gros";"Jean-Michel"
"CH_Gross_Andreas_1952";97;"";"Gross";"Andreas"
"CH_Gross_Jost_1946";324;"";"Gross";"Jost"
"CH_Grossen_Juerg_1969";4083;"";"Grossen";"Juerg"
"CH_Grossenbacher_Ruth_1936";98;"";"Grossenbacher-Schmid";"Ruth"
"CH_Gruenig_Peter_1923";2219;"";"Gruenig";"Peter"
"CH_Grueter_Franz_1963";4162;"";"Grueter";"Franz"
"CH_Gruetter_Alfred_1907";2220;"";"Gruetter";"Alfred"
"CH_Gruetter_Fritz_1901";2221;"";"Gruetter";"Fritz"
"CH_Grunder_Hans_1956";3886;"";"Grunder";"Hans"
"CH_Gschwind_Jean_1952";4087;"";"Gschwind";"Jean-Paul"
"CH_Guenter_Paul_1943";326;"";"Guenter";"Paul"
"CH_Gugerli_Ernst_1911";2226;"";"Gugerli";"Ernst"
"CH_Gugger_Niklaus_1970";4214;"";"Gugger";"Niklaus-Samuel"
"CH_Guglielmetti_Giulio_1901";2227;"";"Guglielmetti";"Giulio"
"CH_Guhl_Bernhard_1972";4082;"";"Guhl";"Bernhard"
"CH_Guinand_Andre_1901";2228;"";"Guinand";"Andre"
"CH_Guinand_Jean_1943";99;"";"Guinand";"Jean"
"CH_Guisan_Louis_1911";2229;"";"Guisan";"Louis"
"CH_Guisan_Yves_1941";325;"";"Guisan";"Yves"
"CH_Guldimann_Tim_1950";4196;"";"Guldimann";"Tim"
"CH_Gurtner_Barbara_1943";580;"";"Gurtner";"Barbara"
"CH_Gusset_Wilfried_1946";327;"";"Gusset";"Wilfried-Ernest"
"CH_Gut_Theodor_1890";2234;"";"Gut";"Theodor"
"CH_Gut_Theodor_1917";2235;"";"Gut";"Theodor"
"CH_Gutjahr_Diana_1984";4216;"";"Gutjahr";"Diana"
"CH_Gutknecht_Samuel_1889";2237;"";"Gutknecht";"Samuel"
"CH_Gutzwiller_Felix_1948";471;"";"Gutzwiller";"Felix"
"CH_Gyr_Josy_1949";1151;"";"Gyr-Steiner";"Josy"
"CH_Gysi_Barbara_1964";4121;"";"Gysi";"Barbara"
"CH_Gysin_Hans_1940";100;"";"Gysin";"Hans-Rudolf"
"CH_Gysin_Remo_1945";328;"";"Gysin";"Remo"
"CH_Gysler_Paul_1893";2243;"";"Gysler";"Paul"
"CH_Haab_Martin_1962";;"";"Haab";"Martin"
"CH_Hackhofer_Karl_1904";2252;"";"Hackhofer";"Karl"
"CH_Hadorn_Philipp_1967";4076;"";"Hadorn";"Philipp"
"CH_Haeberli_Brigitte_1958";1106;"";"Haeberli-Koller";"Brigitte"
"CH_Haeberlin_Hermann_1894";2248;"";"Haeberlin";"Hermann"
"CH_Haemmerle_Andrea_1946";105;"";"Haemmerle";"Andrea"
"CH_Haenggi_Peter_1942";740;"";"Haenggi";"Peter"
"CH_Haering_Barbara_1953";101;"";"Haering-Binder";"Barbara"
"CH_Haesler_Christine_1963";4149;"";"Haesler";"Christine"
"CH_Hafner_Rudolf_1951";102;"";"Hafner";"Rudolf"
"CH_Hafner_Ursula_1943";103;"";"Hafner";"Ursula"
"CH_Hagmann_Walter_1921";2258;"";"Hagmann";"Walter"
"CH_Haller_Armin_1911";2261;"";"Haller";"Armin"
"CH_Haller_Ernst_1910";2262;"";"Haller";"Ernst"
"CH_Haller_Gret_1947";104;"";"Haller";"Gret"
"CH_Haller_Ursula_1948";472;"";"Haller-Vannini";"Ursula"
"CH_Hany_Urs_1955";1343;"";"Hany";"Urs"
"CH_Hardegger_Thomas_1956";4061;"";"Hardegger";"Thomas"
"CH_Harder_Josef_1926";1207;"";"Harder";"Josef"
"CH_Hari_Fritz_1928";106;"";"Hari";"Fritz"
"CH_Hasler_Ernst_1945";380;"";"Hasler";"Ernst"
"CH_Hassler_Hansjoerg_1953";473;"";"Hassler";"Hansjoerg"
"CH_Hausammann_Markus_1964";4103;"";"Hausammann";"Markus"
"CH_Hauser_Paul_1898";2280;"";"Hauser";"Paul"
"CH_Hayoz_Franz_1921";2284;"";"Hayoz";"Franz"
"CH_Heberlein_Trix_1942";107;"";"Heberlein";"Trix"
"CH_Heer_Alfred_1917";2286;"";"Heer";"Alfred"
"CH_Heer_Alfred_1961";3887;"";"Heer";"Alfred"
"CH_Hegetschweiler_Rolf_1937";108;"";"Hegetschweiler";"Rolf"
"CH_Hegg_Jean_1930";644;"";"Hegg";"Jean-Jacques"
"CH_Heil_Anton_1920";2293;"";"Heil";"Anton"
"CH_Heim_Alex_1951";399;"";"Heim";"Alex"
"CH_Heim_Bea_1946";1156;"";"Heim";"Bea"
"CH_Heinzer_Josef_1886";2296;"";"Heinzer";"Josef"
"CH_Helbling_Albert_1878";2298;"";"Helbling";"Albert"
"CH_Held_Alfred_1886";2300;"";"Held";"Alfred"
"CH_Henggeler_Josef_1889";2304;"";"Henggeler";"Josef"
"CH_Herczog_Andreas_1947";109;"";"Herczog";"Andreas"
"CH_Herren_Fritz_1899";2310;"";"Herren";"Fritz"
"CH_Herzog_Ernst_1898";2313;"";"Herzog";"Ernst"
"CH_Herzog_Verena_1956";4129;"";"Herzog";"Verena"
"CH_Hess_Bernhard_1966";474;"";"Hess";"Bernhard"
"CH_Hess_Erich_1981";4163;"";"Hess";"Erich"
"CH_Hess_Hermann_1951";4192;"";"Hess";"Hermann"
"CH_Hess_Konrad_1908";2317;"";"Hess";"Konrad"
"CH_Hess_Lorenz_1961";4094;"";"Hess";"Lorenz"
"CH_Hess_Otto_1897";2318;"";"Hess";"Otto"
"CH_Hess_Otto_1935";110;"";"Hess";"Otto"
"CH_Hess_Peter_1948";111;"";"Hess";"Peter"
"CH_Hess_Walter_1949";475;"";"Hess";"Walter"
"CH_Hilber_Kathrin_1951";329;"";"Hilber";"Kathrin"
"CH_Hildbrand_Franz_1942";112;"";"Hildbrand";"Franz-Joseph"
"CH_Hilfiker_Walter_1897";2324;"";"Hilfiker";"Walter"
"CH_Hiltpold_Hugues_1969";3888;"";"Hiltpold";"Hugues"
"CH_Hirzel_Eugene_1898";2329;"";"Hirzel";"Eugene"
"CH_Hochreutener_Norbert_1946";330;"";"Hochreutener";"Norbert"
"CH_Hodgers_Antonio_1976";3889;"";"Hodgers";"Antonio"
"CH_Hoeppli_Otto_1880";2355;"";"Hoeppli";"Otto"
"CH_Hoesli_Fritz_1922";741;"";"Hoesli";"Fritz"
"CH_Hofer_Hans_1889";2333;"";"Hofer";"Hans"
"CH_Hofer_Hans_1913";2334;"";"Hofer";"Hans"
"CH_Hofer_Walther_1920";1209;"";"Hofer";"Walther"
"CH_Hofmann_Fritz_1924";581;"";"Hofmann";"Fritz"
"CH_Hofmann_Urs_1956";476;"";"Hofmann";"Urs"
"CH_Hofstetter_Josef_1908";2343;"";"Hofstetter";"Josef"
"CH_Holenstein_Thomas_1896";2349;"";"Holenstein";"Thomas"
"CH_Hollenstein_Pia_1950";113;"";"Hollenstein";"Pia"
"CH_Honauer_Niklaus_1899";2351;"";"Honauer";"Niklaus"
"CH_Hotz_Marcel_1922";2357;"";"Hotz";"Marcel"
"CH_Houmard_Marc_1928";742;"";"Houmard";"Marc-Andre"
"CH_Houriet_Rene_1920";2358;"";"Houriet";"Rene-Albert"
"CH_Hubacher_Helmut_1926";114;"";"Hubacher";"Helmut"
"CH_Huber_Casimir_1915";2359;"";"Huber";"Casimir"
"CH_Huber_Gabi_1956";1103;"";"Huber";"Gabi"
"CH_Huber_Harald_1912";2362;"";"Huber";"Harald"
"CH_Huber_Johannes_1879";2364;"";"Huber";"Johannes"
"CH_Hubmann_Vreni_1944";331;"";"Hubmann";"Vreni"
"CH_Huerlimann_Alois_1916";2383;"";"Huerlimann";"Alois"
"CH_Huggenberger_Ernst_1924";669;"";"Huggenberger";"Ernst"
"CH_Huguenin_Marianne_1950";1146;"";"Huguenin";"Marianne"
"CH_Humbel_Beda_1933";743;"";"Humbel";"Beda"
"CH_Humbel_Ruth_1957";1071;"";"Humbel-Naef";"Ruth"
"CH_Humbert_Jean_1889";2375;"";"Humbert";"Jean"
"CH_Humbert_Jules_1891";;"";"Humbert-Droz";"Jules-Frederic"
"CH_Hummler_Alfred_1915";1210;"";"Hummler";"Alfred"
"CH_Hungerbuehler_Traugott_1918";1211;"";"Hungerbuehler";"Traugott"
"CH_Hunziker_Bruno_1930";783;"";"Hunziker";"Bruno"
"CH_Hurter_Thomas_1963";3890;"";"Hurter";"Thomas"
"CH_Hutter_Jasmin_1978";1121;"";"Hutter-Hutter";"Jasmin"
"CH_Hutter_Markus_1957";1126;"";"Hutter";"Markus"
"CH_Ilg_Konrad_1877";2386;"";"Ilg";"Konrad"
"CH_Imark_Christian_1982";4164;"";"Imark";"Christian"
"CH_Imboden_Max_1915";2387;"";"Imboden";"Max"
"CH_Imfeld_Adriano_1954";817;"";"Imfeld";"Adriano"
"CH_Imhof_Rudolf_1940";332;"";"Imhof";"Rudolf"
"CH_Ineichen_Otto_1941";1118;"";"Ineichen";"Otto"
"CH_Ingold_Maja_1948";4031;"";"Ingold";"Maja"
"CH_Isenschmid_Eduard_1877";2394;"";"Isenschmid";"Eduard"
"CH_Iten_Joseph_1943";251;"";"Iten";"Joseph"
"CH_Jaccard_Alix_1905";2400;"";"Jaccard";"Alix"
"CH_Jaccard_Michel_1914";2402;"";"Jaccard";"Michel"
"CH_Jaccottet_Georges_1909";2403;"";"Jaccottet";"Georges"
"CH_Jacquod_Rene_1905";2406;"";"Jacquod";"Rene"
"CH_Jaeckle_Erwin_1909";2407;"";"Jaeckle";"Erwin"
"CH_Jaeger_Franz_1941";117;"";"Jaeger";"Franz"
"CH_Jaeger_Walter_1911";2408;"";"Jaeger";"Walter"
"CH_Jaeggi_Paul_1936";118;"";"Jaeggi";"Paul"
"CH_Jaggi_Ernst_1912";1212;"";"Jaggi";"Ernst"
"CH_Jaggi_Yvette_1941";784;"";"Jaggi";"Yvette"
"CH_Jakob_Ernst_1879";2413;"";"Jakob";"Ernst"
"CH_Janiak_Claude_1948";477;"";"Janiak";"Claude"
"CH_Janner_Adolfo_1896";2418;"";"Janner";"Adolfo"
"CH_Jans_Armin_1949";333;"";"Jans";"Armin"
"CH_Jans_Beat_1964";4032;"";"Jans";"Beat"
"CH_Jaquet_Christiane_1937";394;"";"Jaquet-Berger";"Christiane"
"CH_Jaquet_Nicolas_1898";2420;"";"Jaquet";"Nicolas"
"CH_Jaunin_Alfred_1900";2423;"";"Jaunin";"Alfred"
"CH_Jauslin_Matthias_1962";4208;"";"Jauslin";"Matthias-Samuel"
"CH_Jeanneret_Francois_1932";744;"";"Jeanneret";"Francois"
"CH_Jeanneret_Maurice_1886";2426;"";"Jeanneret";"Maurice"
"CH_Jeanpretre_Francine_1946";120;"";"Jeanpretre";"Francine"
"CH_Jelmini_Camillo_1925";785;"";"Jelmini";"Camillo"
"CH_Jenni_Peter_1957";121;"";"Jenni";"Peter"
"CH_Jermann_Walter_1945";1136;"";"Jermann";"Walter"
"CH_Joder_Rudolf_1950";478;"";"Joder";"Rudolf"
"CH_Joeri_Werner_1949";122;"";"Joeri";"Werner"
"CH_John_Francine_1954";1293;"";"John-Calame";"Francine"
"CH_Jolli_Silvio_1907";2441;"";"Jolli";"Silvio-Celestino"
"CH_Josi_Ernest_1896";2449;"";"Josi";"Ernest"
"CH_Jositsch_Daniel_1965";3891;"";"Jositsch";"Daniel"
"CH_Jossen_Peter_1955";440;"";"Jossen-Zinsstag";"Peter"
"CH_Jost_Christian_1925";670;"";"Jost";"Christian"
"CH_Jost_Fritz_1903";2451;"";"Jost";"Fritz"
"CH_Jung_Franz_1940";745;"";"Jung";"Franz"
"CH_Junod_Raymond_1932";671;"";"Junod";"Raymond"
"CH_Jutzet_Erwin_1951";334;"";"Jutzet";"Erwin"
"CH_Kaech_Jakob_1908";2453;"";"Kaech";"Jakob"
"CH_Kaegi_Jakob_1886";2454;"";"Kaegi";"E-Jakob"
"CH_Kaelin_Irene_1987";4218;"";"Kaelin";"Irene"
"CH_Kaempfen_Moritz_1907";2460;"";"Kaempfen";"Moritz"
"CH_Kaestli_Hans_1892";2469;"";"Kaestli";"Hans"
"CH_Kalbermatten_Ruth_1950";433;"";"Kalbermatten";"Ruth"
"CH_Kappler_Arnold_1889";2462;"";"Kappler";"Arnold"
"CH_Kaufmann_Hans_1948";479;"";"Kaufmann";"Hans"
"CH_Kaufmann_Remigius_1925";672;"";"Kaufmann";"Remigius"
"CH_Keller_Albert_1885";2480;"";"Keller";"Albert"
"CH_Keller_Anton_1934";123;"";"Keller";"Anton"
"CH_Keller_Barbara_1968";4165;"";"Keller-Inhelder";"Barbara"
"CH_Keller_Christine_1959";402;"";"Keller";"Christine"
"CH_Keller_Otto_1916";2487;"";"Keller-Gimmel";"Otto"
"CH_Keller_Peter_1971";4098;"";"Keller";"Peter"
