sep=;
"mismatch_type";"expected_parliament_ids";"days_start_vs_period";"days_end_vs_period";"res_entry_id";"pers_id";"res_entry_start";"res_entry_end";"parliament_id"
"starts_before_period";"CA_NT-HC_2004";-98;-197;"CA_Stronach_Belinda_1966__01";"CA_Stronach_Belinda_1966";"28jun2004";"16may2005";"CA_NT-HC_2004"
"ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006";225;36;"CA_Stronach_Belinda_1966__02";"CA_Stronach_Belinda_1966";"17may2005";"13oct2008";"CA_NT-HC_2004;CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Strum_Gladys_1906__01";"CA_Strum_Gladys_1906";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957";-87;57;"CA_Stuart_Andrew_1902__01";"CA_Stuart_Andrew_1902";"11jun1945";"30mar1958";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period";"CA_NT-HC_1874";-63;-1383;"CA_Stuart_John_1830__01";"CA_Stuart_John_1830";"22jan1874";"03nov1874";"CA_NT-HC_1874"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025";-45;-268;"CA_Stubbs_Shannon_1979__01";"CA_Stubbs_Shannon_1979";"19oct2015";"07apr2026";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025"
"ends_after_period";"CA_NT-HC_1891;CA_NT-HC_1896";1700;28;"CA_Stubbs_William_1847__01";"CA_Stubbs_William_1847";"24dec1895";"06nov1900";"CA_NT-HC_1891;CA_NT-HC_1896"
"starts_before_period,ends_after_period";"CA_NT-HC_1949";-80;57;"CA_Studer_Irvin_1900__01";"CA_Studer_Irvin_1900";"27jun1949";"09aug1953";"CA_NT-HC_1949"
"starts_before_period,ends_after_period";"CA_NT-HC_1953;CA_NT-HC_1957";-94;57;"CA_Studer_Irvin_1900__02";"CA_Studer_Irvin_1900";"10aug1953";"30mar1958";"CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period,ends_after_period";"CA_NT-HC_1988";-21;46;"CA_Stupich_David_1921__01";"CA_Stupich_David_1921";"21nov1988";"24oct1993";"CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_2021";-63;35;"CA_Sudds_Jenna_9999__01";"CA_Sudds_Jenna_9999";"20sep2021";"27apr2025";"CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Sudds_Jenna_9999__02";"CA_Sudds_Jenna_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1968";-79;58;"CA_Sulatycky_Allen_1938__01";"CA_Sulatycky_Allen_1938";"25jun1968";"29oct1972";"CA_NT-HC_1968"
"starts_before_period,ends_after_period";"CA_NT-HC_1968";-79;58;"CA_Sullivan_Gordon_1920__01";"CA_Sullivan_Gordon_1920";"25jun1968";"29oct1972";"CA_NT-HC_1968"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-42;60;"CA_Sullivan_John_1879__01";"CA_Sullivan_John_1879";"28jul1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_2011";-31;77;"CA_Sullivan_Mike_1952__01";"CA_Sullivan_Mike_1952";"02may2011";"18oct2015";"CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Suluk_Thomas_1950__01";"CA_Suluk_Thomas_1950";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1911";-55;71;"CA_Sutherland_Donald_1863__01";"CA_Sutherland_Donald_1863";"21sep1911";"16dec1917";"CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Sutherland_Donald_1863__02";"CA_Sutherland_Donald_1863";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1922;CA_NT-HC_1926jan";-92;73;"CA_Sutherland_Donald_1863__03";"CA_Sutherland_Donald_1863";"06dec1921";"13sep1926";"CA_NT-HC_1922;CA_NT-HC_1926jan"
"starts_before_period,ends_after_period";"CA_NT-HC_1926jan";-70;73;"CA_Sutherland_Donald_1879__01";"CA_Sutherland_Donald_1879";"29oct1925";"13sep1926";"CA_NT-HC_1926jan"
"extra_listed_id,starts_before_period";"";-42;-1834;"CA_Sutherland_Donald_1879__02";"CA_Sutherland_Donald_1879";"28jul1930";"06aug1930";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-14;60;"CA_Sutherland_Donald_1879__03";"CA_Sutherland_Donald_1879";"25aug1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1883";-233;37;"CA_Sutherland_Hugh_1843__01";"CA_Sutherland_Hugh_1843";"20jun1882";"21feb1887";"CA_NT-HC_1883"
"starts_before_period";"CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909";-91;-647;"CA_Sutherland_Robert_1859__01";"CA_Sutherland_Robert_1859";"07nov1900";"20oct1909";"CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-42;60;"CA_Swanston_James_1878__01";"CA_Swanston_James_1878";"28jul1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-70;77;"CA_Sweet_David_1957__01";"CA_Sweet_David_1957";"23jan2006";"18oct2015";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019";-45;35;"CA_Sweet_David_1957__02";"CA_Sweet_David_1957";"19oct2015";"19sep2021";"CA_NT-HC_2015;CA_NT-HC_2019"
"extra_listed_id,starts_before_period";"CA_NT-HC_1867";-47;-448;"CA_Sylvain_Georges_1819__01";"CA_Sylvain_Georges_1819";"20sep1867";"11oct1872";"CA_NT-HC_1867;CA_NT-HC_1873"
"starts_before_period,ends_after_period";"CA_NT-HC_1926jan;CA_NT-HC_1926dec";-70;58;"CA_Sylvestre_Armand_1890__01";"CA_Sylvestre_Armand_1890";"29oct1925";"27jul1930";"CA_NT-HC_1926jan;CA_NT-HC_1926dec"
"starts_before_period,ends_after_period";"CA_NT-HC_1936;CA_NT-HC_1940";-115;55;"CA_Sylvestre_Armand_1890__02";"CA_Sylvestre_Armand_1890";"14oct1935";"10jun1945";"CA_NT-HC_1936;CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979";-66;65;"CA_Symes_Reginald_1943__01";"CA_Symes_Reginald_1943";"30oct1972";"17feb1980";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979"
"starts_before_period,ends_after_period";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-84;36;"CA_Szabo_Paul_1948__01";"CA_Szabo_Paul_1948";"25oct1993";"01may2011";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019";-45;-436;"CA_Tabbara_Marwan_1984__01";"CA_Tabbara_Marwan_1984";"19oct2015";"05jun2020";"CA_NT-HC_2015;CA_NT-HC_2019"
"ends_after_period";"CA_NT-HC_2019";184;35;"CA_Tabbara_Marwan_1984__02";"CA_Tabbara_Marwan_1984";"06jun2020";"19sep2021";"CA_NT-HC_2019"
"starts_before_period,ends_after_period";"CA_NT-HC_1896;CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909";-57;53;"CA_Talbot_Onesiphore_1854__01";"CA_Talbot_Onesiphore_1854";"23jun1896";"20sep1911";"CA_NT-HC_1896;CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909"
"starts_before_period,ends_after_period";"CA_NT-HC_2015";-45;39;"CA_Tan_Geng_1963__01";"CA_Tan_Geng_1963";"19oct2015";"20oct2019";"CA_NT-HC_2015"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Tardif_Alain_1946__01";"CA_Tardif_Alain_1946";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Tardif_Alain_1946__02";"CA_Tardif_Alain_1946";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1984;CA_NT-HC_1988";-62;46;"CA_Tardif_Monique_1936__01";"CA_Tardif_Monique_1936";"04sep1984";"24oct1993";"CA_NT-HC_1984;CA_NT-HC_1988"
"ends_after_period";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";511;62;"CA_Tardif_Paul_1908__01";"CA_Tardif_Paul_1908";"05oct1959";"24jun1968";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period";"CA_NT-HC_1891";-55;-1628;"CA_Tarte_Joseph_1848__01";"CA_Tarte_Joseph_1848";"05mar1891";"09nov1891";"CA_NT-HC_1891"
"ends_after_period";"CA_NT-HC_1891";617;59;"CA_Tarte_Joseph_1848__02";"CA_Tarte_Joseph_1848";"05jan1893";"22jun1896";"CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1896";-16;28;"CA_Tarte_Joseph_1848__03";"CA_Tarte_Joseph_1848";"03aug1896";"06nov1900";"CA_NT-HC_1896"
"starts_before_period,ends_after_period";"CA_NT-HC_1901";-91;34;"CA_Tarte_Joseph_1848__04";"CA_Tarte_Joseph_1848";"07nov1900";"02nov1904";"CA_NT-HC_1901"
"starts_before_period,ends_after_period";"CA_NT-HC_1873;CA_NT-HC_1874";-144;30;"CA_Taschereau_Henri_1841__01";"CA_Taschereau_Henri_1841";"12oct1872";"16sep1878";"CA_NT-HC_1873;CA_NT-HC_1874"
"ends_after_period";"CA_NT-HC_1883";631;37;"CA_Taschereau_Thomas_1850__01";"CA_Taschereau_Thomas_1850";"31oct1884";"21feb1887";"CA_NT-HC_1883"
"starts_before_period,ends_after_period";"CA_NT-HC_1879;CA_NT-HC_1883";-149;37;"CA_Tasse_Joseph_1848__01";"CA_Tasse_Joseph_1848";"17sep1878";"21feb1887";"CA_NT-HC_1879;CA_NT-HC_1883"
"starts_before_period,ends_after_period";"CA_NT-HC_1958";-42;59;"CA_Tasse_Yvon_1910__01";"CA_Tasse_Yvon_1910";"31mar1958";"17jun1962";"CA_NT-HC_1958"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Tassi_Filomena_9999__01";"CA_Tassi_Filomena_9999";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1973";-66;59;"CA_Taylor_Charles_1931__01";"CA_Taylor_Charles_1931";"30oct1972";"07jul1974";"CA_NT-HC_1973"
"starts_before_period,ends_after_period";"CA_NT-HC_1979";-140;65;"CA_Taylor_Donald_1931__01";"CA_Taylor_Donald_1931";"22may1979";"17feb1980";"CA_NT-HC_1979"
"starts_before_period,ends_after_period";"CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891;CA_NT-HC_1896;CA_NT-HC_1901";-233;34;"CA_Taylor_George_1840__01";"CA_Taylor_George_1840";"20jun1882";"02nov1904";"CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891;CA_NT-HC_1896;CA_NT-HC_1901"
"extra_listed_id,starts_before_period";"CA_NT-HC_1905;CA_NT-HC_1909";-69;-2173;"CA_Taylor_George_1840__02";"CA_Taylor_George_1840";"03nov1904";"25oct1911";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Taylor_Ginette_9999__01";"CA_Taylor_Ginette_9999";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Taylor_Ginette_9999__02";"CA_Taylor_Ginette_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984";-140;50;"CA_Taylor_Gordon_1910__01";"CA_Taylor_Gordon_1910";"22may1979";"20nov1988";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1909;CA_NT-HC_1911";-86;16;"CA_Taylor_James_1863__01";"CA_Taylor_James_1863";"26oct1908";"22oct1917";"CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period";"CA_NT-HC_1936";-115;-1088;"CA_Taylor_James_1872__01";"CA_Taylor_James_1872";"14oct1935";"01feb1937";"CA_NT-HC_1936"
"ends_after_period";"CA_NT-HC_1936";362;60;"CA_Taylor_James_1872__02";"CA_Taylor_James_1872";"02feb1937";"25mar1940";"CA_NT-HC_1936"
"starts_before_period,ends_after_period";"CA_NT-HC_1957;CA_NT-HC_1958";-126;59;"CA_Taylor_John_1917__01";"CA_Taylor_John_1917";"10jun1957";"17jun1962";"CA_NT-HC_1957;CA_NT-HC_1958"
"starts_before_period,ends_after_period";"CA_NT-HC_1988;CA_NT-HC_1994";-21;35;"CA_Taylor_Leonard_1952__01";"CA_Taylor_Leonard_1952";"21nov1988";"01jun1997";"CA_NT-HC_1988;CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1926dec;CA_NT-HC_1930";-86;60;"CA_Taylor_William_1889__01";"CA_Taylor_William_1889";"14sep1926";"13oct1935";"CA_NT-HC_1926dec;CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1936;CA_NT-HC_1940";-115;1;"CA_Taylor_William_1889__02";"CA_Taylor_William_1889";"14oct1935";"17apr1945";"CA_NT-HC_1936;CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";-101;62;"CA_Teillet_Roger_1912__01";"CA_Teillet_Roger_1912";"18jun1962";"24jun1968";"CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Telegdi_Andrew_1946__01";"CA_Telegdi_Andrew_1946";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006";-112;36;"CA_Telegdi_Andrew_1946__02";"CA_Telegdi_Andrew_1946";"02jun1997";"13oct2008";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_1905";-69;38;"CA_Telford_William_1836__01";"CA_Telford_William_1836";"03nov1904";"25oct1908";"CA_NT-HC_1905"
"starts_before_period,ends_after_period";"CA_NT-HC_1926dec";-86;58;"CA_Telford_William_1867__01";"CA_Telford_William_1867";"14sep1926";"27jul1930";"CA_NT-HC_1926dec"
"starts_before_period";"CA_NT-HC_1936;CA_NT-HC_1940";-115;-128;"CA_Telford_William_1867__02";"CA_Telford_William_1867";"14oct1935";"09dec1944";"CA_NT-HC_1936;CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1879";-149;32;"CA_Tellier_Louis_1842__01";"CA_Tellier_Louis_1842";"17sep1878";"19jun1882";"CA_NT-HC_1879"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006";-98;36;"CA_Temelkovski_Lui_1954__01";"CA_Temelkovski_Lui_1954";"28jun2004";"13oct2008";"CA_NT-HC_2004;CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_1963";-38;60;"CA_Temple_Anthony_1926__01";"CA_Temple_Anthony_1926";"08apr1963";"07nov1965";"CA_NT-HC_1963"
"ends_after_period";"CA_NT-HC_1905";419;38;"CA_Templeman_William_1844__01";"CA_Templeman_William_1844";"06mar1906";"25oct1908";"CA_NT-HC_1905"
"ends_after_period";"CA_NT-HC_1909";19;53;"CA_Templeman_William_1844__02";"CA_Templeman_William_1844";"08feb1909";"20sep1911";"CA_NT-HC_1909"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Terrana_Anna_1937__01";"CA_Terrana_Anna_1937";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1974";-84;56;"CA_Tessier_Claude_1943__01";"CA_Tessier_Claude_1943";"08jul1974";"21may1979";"CA_NT-HC_1974"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Tessier_Claude_1943__02";"CA_Tessier_Claude_1943";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
"starts_before_period";"CA_NT-HC_1968";-79;-520;"CA_Tetrault_Oza_1908__01";"CA_Tetrault_Oza_1908";"25jun1968";"31mar1971";"CA_NT-HC_1968"
"ends_after_period";"CA_NT-HC_1968;CA_NT-HC_1973";931;59;"CA_Tetrault_Oza_1908__02";"CA_Tetrault_Oza_1908";"01apr1971";"07jul1974";"CA_NT-HC_1968;CA_NT-HC_1973"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-42;60;"CA_Tetreault_J_1884__01";"CA_Tetreault_J_1884";"28jul1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period";"CA_NT-HC_1988";-21;-995;"CA_Tetreault_Jacques_1929__01";"CA_Tetreault_Jacques_1929";"21nov1988";"18dec1990";"CA_NT-HC_1988"
"ends_after_period";"CA_NT-HC_1988";737;46;"CA_Tetreault_Jacques_1929__02";"CA_Tetreault_Jacques_1929";"19dec1990";"24oct1993";"CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984";-140;50;"CA_Thacker_Blaine_1941__01";"CA_Thacker_Blaine_1941";"22may1979";"20nov1988";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1988";-21;46;"CA_Thacker_Blaine_1941__02";"CA_Thacker_Blaine_1941";"21nov1988";"24oct1993";"CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Thalheimer_Peter_1936__01";"CA_Thalheimer_Peter_1936";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1945;CA_NT-HC_1949";-87;57;"CA_Thatcher_Wilbert_1917__01";"CA_Thatcher_Wilbert_1917";"11jun1945";"09aug1953";"CA_NT-HC_1945;CA_NT-HC_1949"
"starts_before_period";"CA_NT-HC_1953";-94;-722;"CA_Thatcher_Wilbert_1917__02";"CA_Thatcher_Wilbert_1917";"10aug1953";"21apr1955";"CA_NT-HC_1953"
"ends_after_period";"CA_NT-HC_1953";526;58;"CA_Thatcher_Wilbert_1917__03";"CA_Thatcher_Wilbert_1917";"22apr1955";"09jun1957";"CA_NT-HC_1953"
"starts_before_period,ends_after_period";"CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940";-42;55;"CA_Thauvette_Joseph_1876__01";"CA_Thauvette_Joseph_1876";"28jul1930";"10jun1945";"CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940"
"starts_before_period";"CA_NT-HC_2015";-45;-561;"CA_Theriault_Luc_1960__01";"CA_Theriault_Luc_1960";"19oct2015";"27feb2018";"CA_NT-HC_2015"
"starts_before_period,ends_after_period";"CA_NT-HC_1887";-50;29;"CA_Therien_Olaues_1860__01";"CA_Therien_Olaues_1860";"22feb1887";"04mar1891";"CA_NT-HC_1887"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Therrien_Alain_1966__01";"CA_Therrien_Alain_1966";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_1874";-63;-283;"CA_Thibaudeau_Isidore_1819__01";"CA_Thibaudeau_Isidore_1819";"22jan1874";"07nov1877";"CA_NT-HC_1874"
"starts_before_period,ends_after_period";"CA_NT-HC_1953;CA_NT-HC_1957";-94;57;"CA_Thibault_Leandre_1899__01";"CA_Thibault_Leandre_1899";"10aug1953";"30mar1958";"CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period";"CA_NT-HC_2004;CA_NT-HC_2006";-98;-515;"CA_Thibault_Louise_1946__01";"CA_Thibault_Louise_1946";"28jun2004";"11apr2007";"CA_NT-HC_2004;CA_NT-HC_2006"
"ends_after_period";"CA_NT-HC_2006";374;36;"CA_Thibault_Louise_1946__02";"CA_Thibault_Louise_1946";"12apr2007";"13oct2008";"CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_2001";-63;35;"CA_Thibault_Robert_1959__01";"CA_Thibault_Robert_1959";"27nov2000";"27jun2004";"CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006";-98;36;"CA_Thibault_Robert_1959__02";"CA_Thibault_Robert_1959";"28jun2004";"13oct2008";"CA_NT-HC_2004;CA_NT-HC_2006"
"starts_before_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;-210;"CA_Thibeault_Glenn_1969__01";"CA_Thibeault_Glenn_1969";"14oct2008";"04jan2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;35;"CA_Thibeault_Yolande_1939__01";"CA_Thibeault_Yolande_1939";"02jun1997";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_1909;CA_NT-HC_1911";-86;71;"CA_Thoburn_William_1847__01";"CA_Thoburn_William_1847";"26oct1908";"16dec1917";"CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1968;CA_NT-HC_1973";-79;59;"CA_Thomas_Charles_1915__01";"CA_Thomas_Charles_1915";"25jun1968";"07jul1974";"CA_NT-HC_1968;CA_NT-HC_1973"
"starts_before_period,ends_after_period";"CA_NT-HC_1966";-71;62;"CA_Thomas_J_1912__01";"CA_Thomas_J_1912";"08nov1965";"24jun1968";"CA_NT-HC_1966"
"starts_before_period,ends_after_period";"CA_NT-HC_1968";-79;58;"CA_Thomas_J_1912__02";"CA_Thomas_J_1912";"25jun1968";"29oct1972";"CA_NT-HC_1968"
"starts_before_period,ends_after_period";"CA_NT-HC_1973";-66;59;"CA_Thomas_J_1912__03";"CA_Thomas_J_1912";"30oct1972";"07jul1974";"CA_NT-HC_1973"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025";-45;-268;"CA_Thomas_Rachael_9999__01";"CA_Thomas_Rachael_9999";"19oct2015";"07apr2026";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957";-80;57;"CA_Thomas_Ray_1917__01";"CA_Thomas_Ray_1917";"27jun1949";"30mar1958";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period,ends_after_period";"CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966";-126;62;"CA_Thomas_William_1895__01";"CA_Thomas_William_1895";"10jun1957";"24jun1968";"CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period";"CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930";-70;-89;"CA_Thompson_Alfred_1862__01";"CA_Thompson_Alfred_1862";"29oct1925";"17may1935";"CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_1905";-69;38;"CA_Thompson_Alfred_1869__01";"CA_Thompson_Alfred_1869";"03nov1904";"25oct1908";"CA_NT-HC_1905"
"starts_before_period,ends_after_period";"CA_NT-HC_1911";-55;71;"CA_Thompson_Alfred_1869__02";"CA_Thompson_Alfred_1869";"21sep1911";"16dec1917";"CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Thompson_Alfred_1869__03";"CA_Thompson_Alfred_1869";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1901";-91;34;"CA_Thompson_Andrew_1870__01";"CA_Thompson_Andrew_1870";"07nov1900";"02nov1904";"CA_NT-HC_1901"
"ends_after_period";"CA_NT-HC_1936";1404;60;"CA_Thompson_Arthur_1884__01";"CA_Thompson_Arthur_1884";"11dec1939";"25mar1940";"CA_NT-HC_1936"
"starts_before_period,ends_after_period";"CA_NT-HC_1957;CA_NT-HC_1958";-126;59;"CA_Thompson_Benjamin_1924__01";"CA_Thompson_Benjamin_1924";"10jun1957";"17jun1962";"CA_NT-HC_1957;CA_NT-HC_1958"
"starts_before_period";"CA_NT-HC_1867;CA_NT-HC_1873;CA_NT-HC_1874;CA_NT-HC_1879;CA_NT-HC_1883";-47;-272;"CA_Thompson_David_1836__01";"CA_Thompson_David_1836";"20sep1867";"18apr1886";"CA_NT-HC_1867;CA_NT-HC_1873;CA_NT-HC_1874;CA_NT-HC_1879;CA_NT-HC_1883"
"starts_before_period,ends_after_period";"CA_NT-HC_1988";-21;46;"CA_Thompson_Gregory_1947__01";"CA_Thompson_Gregory_1947";"21nov1988";"24oct1993";"CA_NT-HC_1988"
"starts_before_period";"CA_NT-HC_1997";-112;-858;"CA_Thompson_Gregory_1947__02";"CA_Thompson_Gregory_1947";"02jun1997";"17jun1998";"CA_NT-HC_1997"
"ends_after_period";"CA_NT-HC_2001";1099;35;"CA_Thompson_Gregory_1947__04";"CA_Thompson_Gregory_1947";"02feb2004";"27jun2004";"CA_NT-HC_2001"
"extra_listed_id,starts_before_period";"";-98;-455;"CA_Thompson_Gregory_1947__05";"CA_Thompson_Gregory_1947";"28jun2004";"31aug2004";"CA_NT-HC_2004"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-33;36;"CA_Thompson_Gregory_1947__06";"CA_Thompson_Gregory_1947";"01sep2004";"01may2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period";"CA_NT-HC_2021;CA_NT-HC_2025";-63;-268;"CA_Thompson_Joanne_9999__01";"CA_Thompson_Joanne_9999";"20sep2021";"07apr2026";"CA_NT-HC_2021;CA_NT-HC_2025"
"extra_listed_id,starts_before_period";"CA_NT-HC_1867";-47;-448;"CA_Thompson_John_1810__01";"CA_Thompson_John_1810";"20sep1867";"11oct1872";"CA_NT-HC_1867;CA_NT-HC_1873"
