sep=;
"mismatch_type";"expected_parliament_ids";"days_start_vs_period";"days_end_vs_period";"res_entry_id";"pers_id";"res_entry_start";"res_entry_end";"parliament_id"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Dechene_Joseph_1881__01";"CA_Dechene_Joseph_1881";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-92;53;"CA_Dechene_Joseph_1881__03";"CA_Dechene_Joseph_1881";"06dec1921";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;77;"CA_Dechert_Bob_1958__01";"CA_Dechert_Bob_1958";"14oct2008";"18oct2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953";-80;58;"CA_Decore_John_1909__01";"CA_Decore_John_1909";"27jun1949";"09jun1957";"CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period,ends_after_period";"CA_NT-HC_2015";-45;39;"CA_DeCourcey_Matt_1983__01";"CA_DeCourcey_Matt_1983";"19oct2015";"20oct2019";"CA_NT-HC_2015"
"starts_before_period,ends_after_period";"CA_NT-HC_1891";-55;59;"CA_Delisle_Arthur_1859__01";"CA_Delisle_Arthur_1859";"05mar1891";"22jun1896";"CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911";-91;71;"CA_Delisle_Michel_1856__01";"CA_Delisle_Michel_1856";"07nov1900";"16dec1917";"CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Delisle_Michel_1856__02";"CA_Delisle_Michel_1856";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec";-92;58;"CA_Delisle_Michel_1856__04";"CA_Delisle_Michel_1856";"06dec1921";"27jul1930";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec"
"ends_after_period";"CA_NT-HC_1867;CA_NT-HC_1873;CA_NT-HC_1874";1030;30;"CA_Delorme_Louis_1824__01";"CA_Delorme_Louis_1824";"01sep1870";"16sep1878";"CA_NT-HC_1867;CA_NT-HC_1873;CA_NT-HC_1874"
"extra_listed_id";"CA_NT-HC_1867";1213;-448;"CA_Delorme_Pierre_1832__01";"CA_Delorme_Pierre_1832";"03mar1871";"11oct1872";"CA_NT-HC_1867;CA_NT-HC_1873"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Deltell_Gerard_1964__01";"CA_Deltell_Gerard_1964";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Deltell_Gerard_1964__02";"CA_Deltell_Gerard_1964";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"ends_after_period";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911";643;71;"CA_Demers_Joseph_1871__01";"CA_Demers_Joseph_1871";"16oct1906";"16dec1917";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Demers_Joseph_1871__02";"CA_Demers_Joseph_1871";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period";"CA_NT-HC_1922";-92;-1142;"CA_Demers_Joseph_1871__04";"CA_Demers_Joseph_1871";"06dec1921";"21jul1922";"CA_NT-HC_1922"
"ends_after_period";"CA_NT-HC_1945";1201;57;"CA_Demers_Leopold_1912__01";"CA_Demers_Leopold_1912";"20dec1948";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957";-80;57;"CA_Demers_Leopold_1912__02";"CA_Demers_Leopold_1912";"27jun1949";"30mar1958";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period";"CA_NT-HC_1901;CA_NT-HC_1905";-91;-749;"CA_Demers_Louis_1863__01";"CA_Demers_Louis_1863";"07nov1900";"30aug1906";"CA_NT-HC_1901;CA_NT-HC_1905"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-98;36;"CA_Demers_Nicole_1950__01";"CA_Demers_Nicole_1950";"28jun2004";"01may2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980";-66;56;"CA_Demers_Yves_1938__01";"CA_Demers_Yves_1938";"30oct1972";"03sep1984";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Deniger_Pierre_1947__01";"CA_Deniger_Pierre_1947";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
"starts_before_period,ends_after_period";"CA_NT-HC_1936;CA_NT-HC_1940;CA_NT-HC_1945";-115;57;"CA_Denis_Azellus_1907__01";"CA_Denis_Azellus_1907";"14oct1935";"26jun1949";"CA_NT-HC_1936;CA_NT-HC_1940;CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_1949";-80;57;"CA_Denis_Azellus_1907__02";"CA_Denis_Azellus_1907";"27jun1949";"09aug1953";"CA_NT-HC_1949"
"starts_before_period";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963";-94;-584;"CA_Denis_Azellus_1907__03";"CA_Denis_Azellus_1907";"10aug1953";"02feb1964";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Denis_Brent_1950__01";"CA_Denis_Brent_1950";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;35;"CA_Denis_Brent_1950__02";"CA_Denis_Brent_1950";"02jun1997";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006";-98;36;"CA_Denis_Brent_1950__03";"CA_Denis_Brent_1950";"28jun2004";"13oct2008";"CA_NT-HC_2004;CA_NT-HC_2006"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Denis_Jean_1876__01";"CA_Denis_Jean_1876";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec";-92;-767;"CA_Denis_Jean_1876__03";"CA_Denis_Jean_1876";"06dec1921";"23apr1928";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec"
"starts_before_period,ends_after_period";"CA_NT-HC_1957";-126;57;"CA_Deniset_Louis_1919__01";"CA_Deniset_Louis_1919";"10jun1957";"30mar1958";"CA_NT-HC_1957"
"starts_before_period";"CA_NT-HC_1887;CA_NT-HC_1891";-50;-9;"CA_Denison_Frederick_1846__01";"CA_Denison_Frederick_1846";"22feb1887";"15apr1896";"CA_NT-HC_1887;CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_dEntremont_Chris_1969__01";"CA_dEntremont_Chris_1969";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-423;"CA_dEntremont_Chris_1969__02";"CA_dEntremont_Chris_1969";"28apr2025";"03nov2025";"CA_NT-HC_2025"
"starts_before_period";"CA_NT-HC_1905";-69;-384;"CA_Derbyshire_Daniel_1846__01";"CA_Derbyshire_Daniel_1846";"03nov1904";"30aug1907";"CA_NT-HC_1905"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_DeRidder_Kelly_9999__01";"CA_DeRidder_Kelly_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Derksen_Kristina_9999__01";"CA_Derksen_Kristina_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"ends_after_period";"CA_NT-HC_1883";683;37;"CA_Desaulniers_Alexis_1837__01";"CA_Desaulniers_Alexis_1837";"22dec1884";"21feb1887";"CA_NT-HC_1883"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Desaulniers_Arthur_1873__01";"CA_Desaulniers_Arthur_1873";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec";-92;58;"CA_Desaulniers_Arthur_1873__03";"CA_Desaulniers_Arthur_1873";"06dec1921";"27jul1930";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec"
"starts_before_period,ends_after_period";"CA_NT-HC_1887;CA_NT-HC_1891";-50;59;"CA_Desaulniers_Francois_1850__01";"CA_Desaulniers_Francois_1850";"22feb1887";"22jun1896";"CA_NT-HC_1887;CA_NT-HC_1891"
"starts_before_period";"CA_NT-HC_1867";-47;-1378;"CA_Desaulniers_Louis_1823__01";"CA_Desaulniers_Louis_1823";"20sep1867";"29sep1868";"CA_NT-HC_1867"
"starts_before_period,ends_after_period";"CA_NT-HC_1879;CA_NT-HC_1883";-149;37;"CA_Desaulniers_Louis_1823__02";"CA_Desaulniers_Louis_1823";"17sep1878";"21feb1887";"CA_NT-HC_1879;CA_NT-HC_1883"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Desbiens_Caroline_9999__01";"CA_Desbiens_Caroline_9999";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"ends_after_period";"CA_NT-HC_1911";1174;71;"CA_Descarries_Joseph_1853__01";"CA_Descarries_Joseph_1853";"01feb1915";"16dec1917";"CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1958";-42;59;"CA_Deschambault_Marcel_1916__01";"CA_Deschambault_Marcel_1916";"31mar1958";"17jun1962";"CA_NT-HC_1958"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-98;36;"CA_Deschamps_Johanne_1959__01";"CA_Deschamps_Johanne_1959";"28jun2004";"01may2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963";-94;60;"CA_Deschatelets_Jean_1912__01";"CA_Deschatelets_Jean_1912";"10aug1953";"07nov1965";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Deschenes_Alexis_9999__01";"CA_Deschenes_Alexis_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Deschenes-Theriault_Guillaume_9999__01";"CA_Deschenes-Theriault_Guillaume_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"ends_after_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec";432;58;"CA_Descoteaux_Joseph_1863__01";"CA_Descoteaux_Joseph_1863";"14may1923";"27jul1930";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Deshaies_Bernard_1953__01";"CA_Deshaies_Bernard_1953";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Desilets_Luc_9999__01";"CA_Desilets_Luc_9999";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1874;CA_NT-HC_1879;CA_NT-HC_1883";-63;37;"CA_Desjardins_Alphonse_1841__01";"CA_Desjardins_Alphonse_1841";"22jan1874";"21feb1887";"CA_NT-HC_1874;CA_NT-HC_1879;CA_NT-HC_1883"
"starts_before_period,ends_after_period";"CA_NT-HC_1887";-50;29;"CA_Desjardins_Alphonse_1841__02";"CA_Desjardins_Alphonse_1841";"22feb1887";"04mar1891";"CA_NT-HC_1887"
"starts_before_period";"CA_NT-HC_1891";-55;-1302;"CA_Desjardins_Alphonse_1841__03";"CA_Desjardins_Alphonse_1841";"05mar1891";"30sep1892";"CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1984;CA_NT-HC_1988";-62;46;"CA_Desjardins_Gabriel_1949__01";"CA_Desjardins_Gabriel_1949";"04sep1984";"24oct1993";"CA_NT-HC_1984;CA_NT-HC_1988"
"ends_after_period";"CA_NT-HC_1887";1199;29;"CA_Desjardins_Louis_1849__01";"CA_Desjardins_Louis_1849";"25jul1890";"04mar1891";"CA_NT-HC_1887"
"starts_before_period";"CA_NT-HC_1891";-55;-1291;"CA_Desjardins_Louis_1849__02";"CA_Desjardins_Louis_1849";"05mar1891";"11oct1892";"CA_NT-HC_1891"
"ends_after_period";"CA_NT-HC_1901;CA_NT-HC_1905";748;38;"CA_Desjardins_Samuel_1852__01";"CA_Desjardins_Samuel_1852";"24feb1903";"25oct1908";"CA_NT-HC_1901;CA_NT-HC_1905"
"starts_before_period";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004";-112;-43;"CA_Desjarlais_Beverly_1955__01";"CA_Desjarlais_Beverly_1955";"02jun1997";"17oct2005";"CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004"
"ends_after_period";"CA_NT-HC_2004";379;54;"CA_Desjarlais_Beverly_1955__02";"CA_Desjarlais_Beverly_1955";"18oct2005";"22jan2006";"CA_NT-HC_2004"
"starts_before_period,ends_after_period";"CA_NT-HC_2021";-63;35;"CA_Desjarlais_Blake_9999__01";"CA_Desjarlais_Blake_9999";"20sep2021";"27apr2025";"CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Deslauriers_Hermas_1879__01";"CA_Deslauriers_Hermas_1879";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940";-92;-1419;"CA_Deslauriers_Hermas_1879__03";"CA_Deslauriers_Hermas_1879";"06dec1921";"28may1941";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930;CA_NT-HC_1936;CA_NT-HC_1940"
"ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957";984;57;"CA_Deslieres_Joseph_1893__01";"CA_Deslieres_Joseph_1893";"26may1952";"30mar1958";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Desmarais_Louis_1923__01";"CA_Desmarais_Louis_1923";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
"starts_before_period";"CA_NT-HC_1896;CA_NT-HC_1901";-57;-1193;"CA_Desmarais_Odilon_1854__01";"CA_Desmarais_Odilon_1854";"23jun1896";"24jun1901";"CA_NT-HC_1896;CA_NT-HC_1901"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Desmond_Clayton_1894__01";"CA_Desmond_Clayton_1894";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Desmond_Clayton_1894__02";"CA_Desmond_Clayton_1894";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_2008";-35;36;"CA_Desnoyers_Luc_1950__01";"CA_Desnoyers_Luc_1950";"14oct2008";"01may2011";"CA_NT-HC_2008"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Desrochers_Caroline_9999__01";"CA_Desrochers_Caroline_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-92;53;"CA_Desrochers_Eugene_1885__01";"CA_Desrochers_Eugene_1885";"06dec1921";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-42;60;"CA_Desrochers_Jules_1874__01";"CA_Desrochers_Jules_1874";"28jul1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period";"CA_NT-HC_1997";-112;-116;"CA_Desrochers_Odina_1951__01";"CA_Desrochers_Odina_1951";"02jun1997";"28jun2000";"CA_NT-HC_1997"
"ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";1011;35;"CA_Desrochers_Odina_1951__02";"CA_Desrochers_Odina_1951";"29jun2000";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_2004";-98;54;"CA_Desrochers_Odina_1951__03";"CA_Desrochers_Odina_1951";"28jun2004";"22jan2006";"CA_NT-HC_2004"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Desrosiers_Edouard_1934__01";"CA_Desrosiers_Edouard_1934";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"starts_before_period";"CA_NT-HC_1887";-50;-47;"CA_Dessaint_Alexis_1847__01";"CA_Dessaint_Alexis_1847";"22feb1887";"18dec1890";"CA_NT-HC_1887"
"starts_before_period,ends_after_period";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004";-84;54;"CA_DeVillers_Paul_1946__01";"CA_DeVillers_Paul_1946";"25oct1993";"22jan2006";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004"
"ends_after_period";"CA_NT-HC_1874";610;30;"CA_Devlin_Bernard_1824__02";"CA_Devlin_Bernard_1824";"26nov1875";"16sep1878";"CA_NT-HC_1874"
"starts_before_period,ends_after_period";"CA_NT-HC_1891";-55;59;"CA_Devlin_Charles_1858__01";"CA_Devlin_Charles_1858";"05mar1891";"22jun1896";"CA_NT-HC_1891"
"starts_before_period";"CA_NT-HC_1896";-57;-1304;"CA_Devlin_Charles_1858__02";"CA_Devlin_Charles_1858";"23jun1896";"14mar1897";"CA_NT-HC_1896"
"ends_after_period";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911";33;71;"CA_Devlin_Emmanuel_1872__01";"CA_Devlin_Emmanuel_1872";"13feb1905";"16dec1917";"CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period";"CA_NT-HC_1918";-91;-35;"CA_Devlin_Emmanuel_1872__02";"CA_Devlin_Emmanuel_1872";"17dec1917";"30aug1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-98;77;"CA_Devolin_Barry_1963__01";"CA_Devolin_Barry_1963";"28jun2004";"18oct2015";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1949";-80;57;"CA_Dewar_Austin_1912__01";"CA_Dewar_Austin_1912";"27jun1949";"09aug1953";"CA_NT-HC_1949"
"ends_after_period";"CA_NT-HC_1984";987;50;"CA_Dewar_Marion_1928__01";"CA_Dewar_Marion_1928";"20jul1987";"20nov1988";"CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-70;77;"CA_Dewar_Paul_1963__01";"CA_Dewar_Paul_1963";"23jan2006";"18oct2015";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period";"CA_NT-HC_1873;CA_NT-HC_1874;CA_NT-HC_1879";-144;-1074;"CA_Dewdney_Edgar_1835__01";"CA_Dewdney_Edgar_1835";"12oct1872";"09jun1879";"CA_NT-HC_1873;CA_NT-HC_1874;CA_NT-HC_1879"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Dhaliwal_Harbance_1952__01";"CA_Dhaliwal_Harbance_1952";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;35;"CA_Dhaliwal_Harbance_1952__02";"CA_Dhaliwal_Harbance_1952";"02jun1997";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_2006;CA_NT-HC_2008";-70;36;"CA_Dhaliwal_Sukh_1960__01";"CA_Dhaliwal_Sukh_1960";"23jan2006";"01may2011";"CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Dhaliwal_Sukh_1960__02";"CA_Dhaliwal_Sukh_1960";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Dhaliwal_Sukh_1960__03";"CA_Dhaliwal_Sukh_1960";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-98;36;"CA_Dhalla_Ruby_1974__01";"CA_Dhalla_Ruby_1974";"28jun2004";"01may2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025";-45;-268;"CA_Dhillon_Anju_1979__01";"CA_Dhillon_Anju_1979";"19oct2015";"07apr2026";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021;CA_NT-HC_2025"
"starts_before_period";"CA_NT-HC_2021;CA_NT-HC_2025";-63;-268;"CA_Diab_Lena_9999__01";"CA_Diab_Lena_9999";"20sep2021";"07apr2026";"CA_NT-HC_2021;CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984";-66;50;"CA_Dick_Paul_1940__01";"CA_Dick_Paul_1940";"30oct1972";"20nov1988";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1988";-21;46;"CA_Dick_Paul_1940__02";"CA_Dick_Paul_1940";"21nov1988";"24oct1993";"CA_NT-HC_1988"
"ends_after_period";"CA_NT-HC_1891";1357;59;"CA_Dickey_Arthur_1854__04";"CA_Dickey_Arthur_1854";"15jan1895";"22jun1896";"CA_NT-HC_1891"
"ends_after_period";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953";676;58;"CA_Dickey_John_1914__01";"CA_Dickey_John_1914";"14jul1947";"09jun1957";"CA_NT-HC_1945;CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period,ends_after_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930";-92;60;"CA_Dickie_Charles_1859__01";"CA_Dickie_Charles_1859";"06dec1921";"13oct1935";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930"
"ends_after_period";"CA_NT-HC_1887";294;29;"CA_Dickinson_George_1848__01";"CA_Dickinson_George_1848";"01feb1888";"04mar1891";"CA_NT-HC_1887"
"starts_before_period,ends_after_period";"CA_NT-HC_1883";-233;37;"CA_Dickinson_Moss_1822__01";"CA_Dickinson_Moss_1822";"20jun1882";"21feb1887";"CA_NT-HC_1883"
"starts_before_period";"CA_NT-HC_1940";-51;-858;"CA_Diefenbaker_John_1895__01";"CA_Diefenbaker_John_1895";"26mar1940";"10dec1942";"CA_NT-HC_1940"
"ends_after_period";"CA_NT-HC_1940;CA_NT-HC_1945;CA_NT-HC_1949";939;57;"CA_Diefenbaker_John_1895__02";"CA_Diefenbaker_John_1895";"11dec1942";"09aug1953";"CA_NT-HC_1940;CA_NT-HC_1945;CA_NT-HC_1949"
"extra_listed_id,starts_before_period";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966;CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974";-94;-120;"CA_Diefenbaker_John_1895__03";"CA_Diefenbaker_John_1895";"10aug1953";"16aug1979";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966;CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979"
"starts_before_period";"CA_NT-HC_1896";-57;-1358;"CA_Dimock_Wilbert_1846__01";"CA_Dimock_Wilbert_1846";"23jun1896";"19jan1897";"CA_NT-HC_1896"
"starts_before_period,ends_after_period";"CA_NT-HC_1980;CA_NT-HC_1984;CA_NT-HC_1988;CA_NT-HC_1994";-56;35;"CA_Dingwall_David_1952__01";"CA_Dingwall_David_1952";"18feb1980";"01jun1997";"CA_NT-HC_1980;CA_NT-HC_1984;CA_NT-HC_1988;CA_NT-HC_1994"
"ends_after_period";"CA_NT-HC_1949";648;57;"CA_Dinsdale_Walter_1916__01";"CA_Dinsdale_Walter_1916";"25jun1951";"09aug1953";"CA_NT-HC_1949"
"starts_before_period";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966;CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980";-94;-597;"CA_Dinsdale_Walter_1916__02";"CA_Dinsdale_Walter_1916";"10aug1953";"20nov1982";"CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966;CA_NT-HC_1968;CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Dion_Joseph_1897__01";"CA_Dion_Joseph_1897";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period";"CA_NT-HC_1949";-80;-432;"CA_Dion_Joseph_1897__02";"CA_Dion_Joseph_1897";"27jun1949";"07apr1952";"CA_NT-HC_1949"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Dion_Rolland_1938__01";"CA_Dion_Rolland_1938";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
