"pers_id";"id_nl_pdc_num";"id_nl_pdc_code";"id_nl_pdc_bio_id";"id_nl_pdc_slug";"last_name";"first_name";"wikidata_id"
"NL_baronvanDedem_Godert_1841";294;;17185;"mr-gw-baron-van-dedem";"baronvanDedem";"Godert-Willem";""
"NL_baronvanDedem_Willem_1839";295;;17186;"mr-wk-baron-van-dedem";"baronvanDedem";"Willem-Karel";""
"NL_baronvanderBorch_Allard_1842";163;;17054;"mr-aphrc-baron-van-der-borch-van-verwolde";"baronvanderBorch-vanVerwolde";"Allard-Philip-Reinier-Carel";""
"NL_baronvanderFeltz_Warmold_1824";400;;17291;"wa-baron-van-der-feltz";"baronvanderFeltz";"Warmold-Albertinus";""
"NL_baronvanderGoes_Henri_1841";470;;17361;"mr-hma-baron-van-der-goes-van-dirxland";"baronvanderGoes-vanDirxland";"Henri-Maarten-Anton";""
"NL_baronvanderHeim_Johan_1791";550;;17440;"mr-ja-baron-van-der-heim-van-duivendijke";"baronvanderHeim-vanDuivendijke";"Johan-Adriaan";""
"NL_baronvanGoltstein_Jan_1794";473;;17364;"mr-jk-baron-van-goltstein";"baronvanGoltstein";"Jan-Karel";""
"NL_baronvanGoltstein_Willem_1831";475;;17366;"mr-w-baron-van-goltstein-van-oldenaller";"baronvanGoltstein-vanOldenaller";"Willem";""
"NL_baronvanHall_Floris_1791";515;;17405;"mr-fa-baron-van-hall";"baronvanHall";"Floris-Adriaan";""
"NL_baronvanHardenbroek_Ernest_1829";519;;17409;"mr-el-baron-van-hardenbroek-van-lockhorst";"baronvanHardenbroek-vanLockhorst";"Ernest-Louis";""
"NL_baronvanHarinxma_Binnert_1839";520;;17410;"mr-bph-baron-van-harinxma-thoe-slooten";"baronvanHarinxma-thoe-Slooten";"Binnert-Philip";""
"NL_baronvanHeeckeren_Willem_1815";534;;17424;"mr-w-baron-van-heeckeren-van-kell";"baronvanHeeckeren-vanKell";"Willem";""
"NL_baronvanHeemstra_Frans_1811";541;;17431;"mr-fjj-baron-van-heemstra";"baronvanHeemstra";"Frans-Julius-Johan";""
"NL_baronvanHeemstra_Schelto_1807";542;;17432;"mr-s-baron-van-heemstra";"baronvanHeemstra";"Schelto";""
"NL_baronvanHeemstra_Schelto_1842";543;;17433;"s-baron-van-heemstra";"baronvanHeemstra";"Schelto";""
"NL_baronvanHoevell_Wolter_1812";587;;17477;"dr-wr-baron-van-hoevell";"baronvanHoevell";"Wolter-Robert";""
"NL_baronvanLynden_Willem_1806";855;;17745;"mr-w-baron-van-lynden";"baronvanLynden";"Willem";""
"NL_baronvanReede_J_1806";1089;;17979;"mr-jf-baron-van-reede-van-oudtshoorn";"baronvanReede-vanOudtshoorn";"J";""
"NL_baronvanVoorst_Louis_1870";1469;;18359;"lfjm-baron-van-voorst-tot-voorst";"baronvanVoorst-tot-Voorst";"Louis-Francois-Joseph-Maria";""
"NL_baronvanWassenaer_Otto_1823";1509;;18399;"o-baron-van-wassenaer-van-catwijck";"baronvanWassenaer-vanCatwijck";"Otto";""
"NL_baronvanWassenaer_Otto_1856";1510;;18400;"mr-oje-baron-van-wassenaer-van-catwijck";"baronvanWassenaer-vanCatwijck";"Otto-Jacob-Eifelanus";""
"NL_baronvanWijnbergen_Antonius_1869";1583;;18473;"mr-aimj-antoine-baron-van-wijnbergen";"baronvanWijnbergen";"Antonius-Ignatius-Maria-Josephus";""
"NL_baronvanZuylen_Jacob_1816";1602;;18492;"mr-jpp-baron-van-zuylen-van-nijevelt";"baronvanZuylen-vanNijevelt";"Jacob-Pieter-Pompejus";""
"NL_Barth_Marleen_1964";2208;;19033;"drs-mam-marleen-barth";"Barth";"Marleen";""
"NL_Baruch_Jacques_1917";1955;;18845;"dr-iz-jacques-baruch";"Baruch";"Jacques";""
"NL_Bastert_Jacob_1826";66;;16957;"jn-bastert";"Bastert";"Jacob-Nicolaas";""
"NL_Baud_Jean_1789";67;;16958;"jch-baud";"Baud";"Jean-Chretien";""
"NL_Beaufort_Leo_1890";69;;16960;"dr-ljc-beaufort-ofm";"Beaufort";"Leo-Josephus-Cornelis";""
"NL_Beckers_Jean_1860";72;;16963;"jhj-jean-beckers";"Beckers";"Jean";""
"NL_Beckers_Ria_1938";1881;;18771;"drs-mbc-ria-beckers-de-bruijn";"Beckers-deBruijn";"Ria";""
"NL_Beekmans_Jan_1927";1646;;18536;"drs-japm-jan-beekmans";"Beekmans";"Jan";""
"NL_Beel_Louis_1902";75;;16966;"dr-ljm-louis-beel";"Beel";"Louis";""
"NL_Beelaerts_Gerard_1843";76;;16967;"jhrmr-gjth-beelaerts-van-blokland";"Beelaerts-vanBlokland";"Gerard-Jacob-Theodoor";""
"NL_Beelaerts_Pieter_1932";1944;;18834;"jhrdrs-pac-pieter-beelaerts-van-blokland";"Beelaerts-vanBlokland";"Pieter";""
"NL_Beens_Carolus_1817";78;;16969;"mr-cca-beens";"Beens";"Carolus-Cornelius-Aloysius";""
"NL_Beerenbroek_Louis_1805";80;;16971;"lfh-louis-beerenbroek";"Beerenbroek";"Louis";""
"NL_Beernink_Henk_1910";81;;16972;"mr-hkj-henk-beernink";"Beernink";"Henk";""
"NL_Begram_Warnardus_1823";82;;16973;"wcm-begram";"Begram";"Warnardus-Cornelis-Mathildus";""
"NL_Beijlen_Jacqueline_1953";2978;;19576;"dj-jacqueline-beijlen-geerts";"Beijlen-Geerts";"Jacqueline";""
"NL_Beinema_Marten_1932";1797;;18687;"drs-m-marten-beinema";"Beinema";"Marten";""
